date,btc_dominance,event_name,category,severity,region,event_flag
2023-09-09,49.26654807714244,,,,,0
2023-09-10,49.51751517319845,,,,,0
2023-09-11,49.55769500789202,,,,,0
2023-09-12,49.82940810836105,,,,,0
2023-09-13,49.99635580225218,,,,,0
2023-09-14,50.06411195404481,,,,,0
2023-09-15,49.86973201574367,,,,,0
2023-09-16,49.79749266747846,,,,,0
2023-09-17,49.98464618516638,,,,,0
2023-09-18,49.96606336148771,,,,,0
2023-09-19,50.19454059186786,,,,,0
2023-09-20,50.27961802070793,,,,,0
2023-09-21,50.19269740812671,,,,,0
2023-09-22,50.10424344069302,,,,,0
2023-09-23,50.10089903125488,,,,,0
2023-09-24,50.011471896197854,,,,,0
2023-09-25,49.93201758306577,,,,,0
2023-09-26,49.866077587226805,,,,,0
2023-09-27,49.965607502678616,,,,,0
2023-09-28,50.06411889046822,,,,,0
2023-09-29,49.81337771614157,,,,,0
2023-09-30,49.82270070541396,,,,,0
2023-10-01,50.117260057374565,,,,,0
2023-10-02,50.32959945495552,,,,,0
2023-10-03,50.2726549217744,,,,,0
2023-10-04,50.68041172088571,,,,,0
2023-10-05,50.65838823821579,,,,,0
2023-10-06,50.79478927941342,,,,,0
2023-10-07,50.90644117891906,Israel-Hamas conflict outbreak,war,high,Middle East,1
2023-10-08,50.931214466915776,,,,,0
2023-10-09,51.25676542120632,,,,,0
2023-10-10,51.16312549417808,,,,,0
2023-10-11,50.79066846810264,,,,,0
2023-10-12,50.95677107041089,,,,,0
2023-10-13,50.90329931726972,,,,,0
2023-10-14,50.824765397810026,,,,,0
2023-10-15,51.03378361329928,,,,,0
2023-10-16,51.8103891894815,,,,,0
2023-10-17,52.05002011461291,,,,,0
2023-10-18,52.05579263688106,,,,,0
2023-10-19,52.23332687208685,,,,,0
2023-10-20,52.61914372602086,,,,,0
2023-10-21,52.38563525319647,,,,,0
2023-10-22,52.10726446429573,,,,,0
2023-10-23,53.448486269644846,,,,,0
2023-10-24,54.0120734262455,,,,,0
2023-10-25,54.3174030834346,,,,,0
2023-10-26,53.94856886977695,,,,,0
2023-10-27,54.00271038970836,,,,,0
2023-10-28,54.05368967880463,,,,,0
2023-10-29,54.0873335216827,,,,,0
2023-10-30,53.79241710222982,,,,,0
2023-10-31,53.83282668358495,,,,,0
2023-11-01,53.94401560627301,,,,,0
2023-11-02,53.88694715086246,,,,,0
2023-11-03,53.52531257233907,,,,,0
2023-11-04,53.43995091178431,,,,,0
2023-11-05,52.9234597856645,,,,,0
2023-11-06,52.41384537660283,,,,,0
2023-11-07,52.96591122677407,,,,,0
2023-11-08,52.85556536864633,,,,,0
2023-11-09,52.4180621271852,,,,,0
2023-11-10,52.551842353174,,,,,0
2023-11-11,52.45721294652708,,,,,0
2023-11-12,52.33834187238984,,,,,0
2023-11-13,52.28506811127105,,,,,0
2023-11-14,52.0351074436273,,,,,0
2023-11-15,52.54965930931957,,,,,0
2023-11-16,52.32352437157052,,,,,0
2023-11-17,52.53853704434061,,,,,0
2023-11-18,52.55283852892932,,,,,0
2023-11-19,52.59685538322459,,,,,0
2023-11-20,52.830187544686815,,,,,0
2023-11-21,52.91645345114636,,,,,0
2023-11-22,52.69332462836452,,,,,0
2023-11-23,52.61229937346904,,,,,0
2023-11-24,52.685342848608045,,,,,0
2023-11-25,52.52324684722949,,,,,0
2023-11-26,52.532577195502085,,,,,0
2023-11-27,52.81936578248595,,,,,0
2023-11-28,53.04942993717579,,,,,0
2023-11-29,53.27644752617374,,,,,0
2023-11-30,53.03168622415812,,,,,0
2023-12-01,53.31163886849146,,,,,0
2023-12-02,53.17004871030375,,,,,0
2023-12-03,53.37625345213611,,,,,0
2023-12-04,54.16941769120947,,,,,0
2023-12-05,55.03997233683195,,,,,0
2023-12-06,55.11836630214574,,,,,0
2023-12-07,54.056106092975,,,,,0
2023-12-08,53.940383675376935,,,,,0
2023-12-09,53.77699917914396,,,,,0
2023-12-10,53.46842290767019,,,,,0
2023-12-11,53.08251215014652,,,,,0
2023-12-12,53.119171152213966,,,,,0
2023-12-13,53.36778282237015,,,,,0
2023-12-14,53.024871440593365,,,,,0
2023-12-15,53.22242870439919,,,,,0
2023-12-16,53.07876624030082,,,,,0
2023-12-17,53.0392870296081,,,,,0
2023-12-18,53.5129601331648,,,,,0
2023-12-19,53.58939368167984,,,,,0
2023-12-20,53.93796409479668,,,,,0
2023-12-21,53.15389088923852,,,,,0
2023-12-22,52.74415869796572,,,,,0
2023-12-23,52.44253117890174,,,,,0
2023-12-24,52.2244258221774,,,,,0
2023-12-25,52.06564831918872,,,,,0
2023-12-26,51.735619111626775,,,,,0
2023-12-27,51.475842452006106,,,,,0
2023-12-28,51.34038104881186,,,,,0
2023-12-29,51.28227049566881,,,,,0
2023-12-30,51.38465381151007,,,,,0
2023-12-31,51.59471596867476,,,,,0
2024-01-01,51.92072529090084,,,,,0
2024-01-02,52.51492171571201,,,,,0
2024-01-03,52.6480399345701,,,,,0
2024-01-04,52.76650588973151,,,,,0
2024-01-05,53.15152394614282,,,,,0
2024-01-06,53.53451135792814,,,,,0
2024-01-07,53.95457771205496,,,,,0
2024-01-08,54.51543858830284,,,,,0
2024-01-09,54.23961388868966,,,,,0
2024-01-10,52.914221607617264,,,,,0
2024-01-11,52.49501140395125,,,,,0
2024-01-12,51.441607826803285,,,,,0
2024-01-13,51.03330615737661,Taiwan Presidential Election increases China-Taiwan tensions,election,medium,Taiwan,1
2024-01-14,51.0491109304504,,,,,0
2024-01-15,51.13020993347479,,,,,0
2024-01-16,51.08283835242128,,,,,0
2024-01-17,51.17251561743822,,,,,0
2024-01-18,51.01167779752701,,,,,0
2024-01-19,51.13738186979377,,,,,0
2024-01-20,51.13583314743142,,,,,0
2024-01-21,51.24253683394524,,,,,0
2024-01-22,51.1835770927455,,,,,0
2024-01-23,51.77188103437167,,,,,0
2024-01-24,51.7424138113949,,,,,0
2024-01-25,51.87709142853739,,,,,0
2024-01-26,52.310928118446384,,,,,0
2024-01-27,52.3792906087585,,,,,0
2024-01-28,52.39757229965545,,,,,0
2024-01-29,52.50708698674397,,,,,0
2024-01-30,52.3845210497813,,,,,0
2024-01-31,52.73123621364355,,,,,0
2024-02-01,52.772027288765145,,,,,0
2024-02-02,52.64858027530581,,,,,0
2024-02-03,52.65497659861569,,,,,0
2024-02-04,52.5821338926494,,,,,0
2024-02-05,52.55663966792493,,,,,0
2024-02-06,52.50258316216095,,,,,0
2024-02-07,52.71930626711926,,,,,0
2024-02-08,53.09823842832272,,,,,0
2024-02-09,53.49180930928894,,,,,0
2024-02-10,53.67089665243656,,,,,0
2024-02-11,53.9402947880624,,,,,0
2024-02-12,53.86053416234547,,,,,0
2024-02-13,53.90042342202944,,,,,0
2024-02-14,54.026087356873965,,,,,0
2024-02-15,53.71702555238399,,,,,0
2024-02-16,53.91138613023142,,,,,0
2024-02-17,53.77290771093152,,,,,0
2024-02-18,53.45930734936248,,,,,0
2024-02-19,52.914381696204224,,,,,0
2024-02-20,53.04981171860498,,,,,0
2024-02-21,53.16114263456752,,,,,0
2024-02-22,52.90879669588613,,,,,0
2024-02-23,52.86722161092388,,,,,0
2024-02-24,52.73152923593892,,,,,0
2024-02-25,52.34861000608475,,,,,0
2024-02-26,52.93755334728806,,,,,0
2024-02-27,53.76572590088144,,,,,0
2024-02-28,55.13522045578184,,,,,0
2024-02-29,54.66403937773936,,,,,0
2024-03-01,54.261736132151626,,,,,0
2024-03-02,53.55995048403901,,,,,0
2024-03-03,53.807628718709786,,,,,0
2024-03-04,54.92574850864062,,,,,0
2024-03-05,54.13586226008796,,,,,0
2024-03-06,53.56940017839096,,,,,0
2024-03-07,53.27455155129772,,,,,0
2024-03-08,53.54951587623974,,,,,0
2024-03-09,53.34098599618026,,,,,0
2024-03-10,53.622497948121016,,,,,0
2024-03-11,53.68404350706159,,,,,0
2024-03-12,53.66566561858168,,,,,0
2024-03-13,53.647189969877175,,,,,0
2024-03-14,53.41957407797735,,,,,0
2024-03-15,53.3711289268736,,,,,0
2024-03-16,53.34047136623864,,,,,0
2024-03-17,53.47077556996985,,,,,0
2024-03-18,53.90807305213742,,,,,0
2024-03-19,53.82193126133369,,,,,0
2024-03-20,53.88173625110928,,,,,0
2024-03-21,53.28657827996799,,,,,0
2024-03-22,53.23469058356673,,,,,0
2024-03-23,53.21619266519648,,,,,0
2024-03-24,53.53780309259226,,,,,0
2024-03-25,53.77091333327216,,,,,0
2024-03-26,53.760048609110434,,,,,0
2024-03-27,53.974136402978864,,,,,0
2024-03-28,53.998677001907794,,,,,0
2024-03-29,53.70948155995666,,,,,0
2024-03-30,53.76760698127163,,,,,0
2024-03-31,53.60392014370969,,,,,0
2024-04-01,53.99913413883367,,,,,0
2024-04-02,53.84915613663964,,,,,0
2024-04-03,54.013392155910445,,,,,0
2024-04-04,54.61787554726231,,,,,0
2024-04-05,54.58104417784644,,,,,0
2024-04-06,54.55955026601653,,,,,0
2024-04-07,54.30657579822782,,,,,0
2024-04-08,54.12266407906521,,,,,0
2024-04-09,54.23389117884153,,,,,0
2024-04-10,54.558410071390654,,,,,0
2024-04-11,54.52826770733713,,,,,0
2024-04-12,55.5898307261177,,,,,0
2024-04-13,56.31086514777658,,,,,0
2024-04-14,55.70322415154688,,,,,0
2024-04-15,55.44522007968891,,,,,0
2024-04-16,55.76653103512499,,,,,0
2024-04-17,55.37346127249314,,,,,0
2024-04-18,55.55446135575103,,,,,0
2024-04-19,55.67206633571941,,,,,0
2024-04-20,55.03692155258936,,,,,0
2024-04-21,55.15563433689885,,,,,0
2024-04-22,55.30063363886717,,,,,0
2024-04-23,55.01630700677887,,,,,0
2024-04-24,54.86563068602547,,,,,0
2024-04-25,54.916440047315575,,,,,0
2024-04-26,54.99335266855282,,,,,0
2024-04-27,54.45748837531024,,,,,0
2024-04-28,54.38656803681805,,,,,0
2024-04-29,54.88037252909813,,,,,0
2024-04-30,54.86516292615755,,,,,0
2024-05-01,53.924593905940654,,,,,0
2024-05-02,54.12518438785243,,,,,0
2024-05-03,54.76552068622871,,,,,0
2024-05-04,55.01134819985265,,,,,0
2024-05-05,54.884599313555846,,,,,0
2024-05-06,54.82748109173456,,,,,0
2024-05-07,54.96307630560751,,,,,0
2024-05-08,54.76038880398273,,,,,0
2024-05-09,54.86635896423042,,,,,0
2024-05-10,54.69158914594368,,,,,0
2024-05-11,54.69725631675273,,,,,0
2024-05-12,54.948275719102,,,,,0
2024-05-13,55.40245876848542,,,,,0
2024-05-14,55.45236432066838,,,,,0
2024-05-15,56.03596999555853,,,,,0
2024-05-16,56.02519309781939,,,,,0
2024-05-17,55.89427266676796,,,,,0
2024-05-18,55.76206165491924,,,,,0
2024-05-19,55.95306177654169,,,,,0
2024-05-20,55.20699970351678,,,,,0
2024-05-21,54.44939954378724,,,,,0
2024-05-22,54.38372026826927,,,,,0
2024-05-23,54.03456427042856,,,,,0
2024-05-24,54.43533966464789,,,,,0
2024-05-25,54.49081614307679,,,,,0
2024-05-26,54.18741671321595,,,,,0
2024-05-27,54.04967746585652,,,,,0
2024-05-28,53.91857808582326,,,,,0
2024-05-29,53.96023468131651,,,,,0
2024-05-30,54.5244329777411,,,,,0
2024-05-31,54.23513434056686,,,,,0
2024-06-01,54.10437643207915,,,,,0
2024-06-02,54.27037939140913,,,,,0
2024-06-03,54.54026824671594,,,,,0
2024-06-04,54.572037057226176,,,,,0
2024-06-05,54.4722384831104,,,,,0
2024-06-06,54.58637853807026,,,,,0
2024-06-07,55.03311787711839,,,,,0
2024-06-08,55.263746159732186,,,,,0
2024-06-09,55.197984024003176,,,,,0
2024-06-10,55.57483498653571,,,,,0
2024-06-11,55.76296360368759,,,,,0
2024-06-12,55.457022775806855,,,,,0
2024-06-13,55.66033778242993,,,,,0
2024-06-14,55.53599984212635,,,,,0
2024-06-15,55.230826365684,,,,,0
2024-06-16,55.08400197716738,,,,,0
2024-06-17,55.85125098622788,,,,,0
2024-06-18,55.760749332244295,,,,,0
2024-06-19,55.31264235343537,,,,,0
2024-06-20,55.45541786494987,,,,,0
2024-06-21,55.178659707063126,,,,,0
2024-06-22,55.297793106127344,,,,,0
2024-06-23,55.34694983822648,,,,,0
2024-06-24,54.342908357306726,,,,,0
2024-06-25,54.71658725778299,,,,,0
2024-06-26,54.52717377233797,,,,,0
2024-06-27,54.27566027720643,,,,,0
2024-06-28,54.32634001388769,,,,,0
2024-06-29,54.578962476243774,,,,,0
2024-06-30,54.81034558630926,,,,,0
2024-07-01,54.885546813222575,,,,,0
2024-07-02,54.42675306666938,,,,,0
2024-07-03,54.64082078871913,,,,,0
2024-07-04,55.00698641626269,,,,,0
2024-07-05,55.145246077513576,,,,,0
2024-07-06,54.85330339434237,,,,,0
2024-07-07,55.07063095433955,,,,,0
2024-07-08,54.73193316889528,,,,,0
2024-07-09,54.944080723365,,,,,0
2024-07-10,54.60927708784451,,,,,0
2024-07-11,54.55938202302795,,,,,0
2024-07-12,54.420497568277504,,,,,0
2024-07-13,54.62051655581068,,,,,0
2024-07-14,54.80472354446134,,,,,0
2024-07-15,54.94703402713099,,,,,0
2024-07-16,55.15303646851881,,,,,0
2024-07-17,55.062483016715206,,,,,0
2024-07-18,54.985322498965694,,,,,0
2024-07-19,55.38323551679597,,,,,0
2024-07-20,55.35674626853229,,,,,0
2024-07-21,55.391069018659465,,,,,0
2024-07-22,55.814848340487785,,,,,0
2024-07-23,55.33939982792042,,,,,0
2024-07-24,55.62923937534141,,,,,0
2024-07-25,56.505386273413706,,,,,0
2024-07-26,56.54256417799613,,,,,0
2024-07-27,56.6310246889193,,,,,0
2024-07-28,56.75721878249848,,,,,0
2024-07-29,56.17479605884797,,,,,0
2024-07-30,56.13175562237426,,,,,0
2024-07-31,55.96283775955251,,,,,0
2024-08-01,56.462528731996265,,,,,0
2024-08-02,56.44483933171727,,,,,0
2024-08-03,56.80406910038938,,,,,0
2024-08-04,57.014429669878766,,,,,0
2024-08-05,57.0154754047944,,,,,0
2024-08-06,57.03424842107393,,,,,0
2024-08-07,57.10949770204186,,,,,0
2024-08-08,57.53335527953604,,,,,0
2024-08-09,57.70745611445888,,,,,0
2024-08-10,57.61578707102292,,,,,0
2024-08-11,57.54852404144428,,,,,0
2024-08-12,56.82000371844631,,,,,0
2024-08-13,57.277610004863554,,,,,0
2024-08-14,56.75946061224285,,,,,0
2024-08-15,56.81180989532759,,,,,0
2024-08-16,57.312086158767,,,,,0
2024-08-17,57.27055565961745,,,,,0
2024-08-18,56.91373289139223,,,,,0
2024-08-19,56.92964070420137,,,,,0
2024-08-20,56.84676024124912,,,,,0
2024-08-21,57.29858714114944,,,,,0
2024-08-22,56.84775226459712,,,,,0
2024-08-23,57.26392678500416,,,,,0
2024-08-24,57.20143440516463,,,,,0
2024-08-25,57.48370641154767,,,,,0
2024-08-26,57.58587419224729,,,,,0
2024-08-27,57.49084753735551,,,,,0
2024-08-28,57.15861066785634,,,,,0
2024-08-29,57.3733119328032,,,,,0
2024-08-30,57.3003626137836,,,,,0
2024-08-31,57.40474051464884,,,,,0
2024-09-01,57.48631600591629,,,,,0
2024-09-02,57.46089414599487,,,,,0
2024-09-03,57.59562765395367,,,,,0
2024-09-04,57.580312373995845,,,,,0
2024-09-05,57.38366927897789,,,,,0
2024-09-06,57.2124442751408,,,,,0
2024-09-07,56.92941336119809,,,,,0
2024-09-08,56.91944818472206,,,,,0
2024-09-09,57.22584829537497,,,,,0
2024-09-10,57.26884032499674,,,,,0
2024-09-11,57.38225721224117,,,,,0
2024-09-12,57.34383447109369,,,,,0
2024-09-13,57.78832466699679,,,,,0
2024-09-14,57.71239488836992,,,,,0
2024-09-15,58.00771074018195,,,,,0
2024-09-16,57.88317057742877,,,,,0
2024-09-17,58.405070832000725,,,,,0
2024-09-18,58.58637743944537,,,,,0
2024-09-19,58.4145439929946,,,,,0
2024-09-20,58.03051365894335,,,,,0
2024-09-21,57.61792226101681,,,,,0
2024-09-22,57.99886846628939,,,,,0
2024-09-23,57.48075499514302,,,,,0
2024-09-24,57.526327751373685,,,,,0
2024-09-25,57.545303087277134,,,,,0
2024-09-26,57.6750636953556,,,,,0
2024-09-27,57.43488828727877,,,,,0
2024-09-28,57.5949616462077,,,,,0
2024-09-29,57.52941446740487,,,,,0
2024-09-30,57.379909630719474,,,,,0
2024-10-01,57.50341732059015,,,,,0
2024-10-02,58.01847525343655,,,,,0
2024-10-03,58.20570597075962,,,,,0
2024-10-04,58.093833571388586,,,,,0
2024-10-05,58.13430861771928,,,,,0
2024-10-06,58.08025836945764,,,,,0
2024-10-07,58.0610095206627,,,,,0
2024-10-08,58.01840267426554,,,,,0
2024-10-09,57.87075008327848,,,,,0
2024-10-10,57.681251342678586,,,,,0
2024-10-11,57.982080643330605,,,,,0
2024-10-12,57.97155744802577,,,,,0
2024-10-13,57.92837639660342,,,,,0
2024-10-14,58.10650484137335,,,,,0
2024-10-15,58.67328376458836,,,,,0
2024-10-16,58.85629787362924,,,,,0
2024-10-17,58.98606229655671,,,,,0
2024-10-18,58.95710264339461,,,,,0
2024-10-19,58.84681955471636,,,,,0
2024-10-20,58.4737689650057,,,,,0
2024-10-21,58.36403957987909,,,,,0
2024-10-22,58.567539960837664,,,,,0
2024-10-23,58.749703832856895,,,,,0
2024-10-24,59.038659454705424,,,,,0
2024-10-25,59.57797281274549,,,,,0
2024-10-26,59.3203278041762,,,,,0
2024-10-27,59.359943357903,,,,,0
2024-10-28,59.66389206010723,,,,,0
2024-10-29,60.0707069490674,,,,,0
2024-10-30,60.07513310180116,,,,,0
2024-10-31,60.23627932128982,,,,,0
2024-11-01,60.12109409640832,,,,,0
2024-11-02,60.25769863156452,,,,,0
2024-11-03,60.47339677104807,,,,,0
2024-11-04,60.55865089629084,,,,,0
2024-11-05,60.56175600802004,US Presidential Election 2024,election,high,USA,1
2024-11-06,60.55583432241791,,,,,0
2024-11-07,59.84762498576934,,,,,0
2024-11-08,59.67366774692201,,,,,0
2024-11-09,58.75472747496728,,,,,0
2024-11-10,59.00183545286001,,,,,0
2024-11-11,59.91442918369236,,,,,0
2024-11-12,60.29128181611412,,,,,0
2024-11-13,61.05723448542943,,,,,0
2024-11-14,60.80851847201475,,,,,0
2024-11-15,60.93589855102925,,,,,0
2024-11-16,60.13545544358034,,,,,0
2024-11-17,60.141598975342006,,,,,0
2024-11-18,59.56728678030729,,,,,0
2024-11-19,60.360283354373664,,,,,0
2024-11-20,61.18258855888297,,,,,0
2024-11-21,60.72597812342061,,,,,0
2024-11-22,60.131161289803046,,,,,0
2024-11-23,59.15667790787482,,,,,0
2024-11-24,59.20753821087401,,,,,0
2024-11-25,58.51066688331586,,,,,0
2024-11-26,58.58068326472819,,,,,0
2024-11-27,58.19254928243565,,,,,0
2024-11-28,58.20404275995518,,,,,0
2024-11-29,57.97210655778912,,,,,0
2024-11-30,57.237465081515815,,,,,0
2024-12-01,56.80401416264087,,,,,0
2024-12-02,55.97152209696992,,,,,0
2024-12-03,55.5047211997869,,,,,0
2024-12-04,55.79641332644617,,,,,0
2024-12-05,55.65416045922438,,,,,0
2024-12-06,55.32838239315008,,,,,0
2024-12-07,55.1104157085536,,,,,0
2024-12-08,55.3634475468207,,,,,0
2024-12-09,56.93074765044135,,,,,0
2024-12-10,56.93522059769843,,,,,0
2024-12-11,56.85629715700592,,,,,0
2024-12-12,56.40066040603809,,,,,0
2024-12-13,56.497042697051725,,,,,0
2024-12-14,56.94277839120034,,,,,0
2024-12-15,57.17534200524016,,,,,0
2024-12-16,57.6971801112259,,,,,0
2024-12-17,57.9722450334473,,,,,0
2024-12-18,58.25715220457537,,,,,0
2024-12-19,58.88195019015319,,,,,0
2024-12-20,58.48424166988765,,,,,0
2024-12-21,59.15734427886768,,,,,0
2024-12-22,58.880837468915445,,,,,0
2024-12-23,57.76626183159435,,,,,0
2024-12-24,58.048820058869225,,,,,0
2024-12-25,58.3632117722602,,,,,0
2024-12-26,58.459883293970016,,,,,0
2024-12-27,58.089718969793694,,,,,0
2024-12-28,57.7887737578051,,,,,0
2024-12-29,58.02600221520119,,,,,0
2024-12-30,57.80776767415884,,,,,0
2024-12-31,58.083419157031614,,,,,0
2025-01-01,57.59481921602882,,,,,0
2025-01-02,57.65591065061131,,,,,0
2025-01-03,56.93343602822747,,,,,0
2025-01-04,56.84432247375738,,,,,0
2025-01-05,57.02153818531174,,,,,0
2025-01-06,57.673240704191805,,,,,0
2025-01-07,58.09399551459627,,,,,0
2025-01-08,57.89507677938598,,,,,0
2025-01-09,58.02895587946269,,,,,0
2025-01-10,58.13834471668341,,,,,0
2025-01-11,57.717266146438085,,,,,0
2025-01-12,57.98298593800126,,,,,0
2025-01-13,58.507038826345095,,,,,0
2025-01-14,58.34545371014046,,,,,0
2025-01-15,57.60087192180258,,,,,0
2025-01-16,57.69681834182855,,,,,0
2025-01-17,57.696386594517215,,,,,0
2025-01-18,58.176063323269766,,,,,0
2025-01-19,58.644561789965785,,,,,0
2025-01-20,58.568770252162615,,,,,0
2025-01-21,58.854316544654885,,,,,0
2025-01-22,58.53765131439766,,,,,0
2025-01-23,58.575485067245936,,,,,0
2025-01-24,58.96611283236347,,,,,0
2025-01-25,58.81586416753933,,,,,0
2025-01-26,58.98493362219547,,,,,0
2025-01-27,59.06572660154511,,,,,0
2025-01-28,59.575855775600985,,,,,0
2025-01-29,59.8391327369023,,,,,0
2025-01-30,59.28377884746825,,,,,0
2025-01-31,58.79473638724754,,,,,0
2025-02-01,59.672796769373846,South China Sea naval clashes escalate,war,medium,Asia-Pacific,1
2025-02-02,60.76341966080726,,,,,0
2025-02-03,61.05241874788923,,,,,0
2025-02-04,61.36644169937168,,,,,0
2025-02-05,61.357295802990585,,,,,0
2025-02-06,61.91329402365281,,,,,0
2025-02-07,61.92400815668645,,,,,0
2025-02-08,61.57715021615871,,,,,0
2025-02-09,61.66450846749173,,,,,0
2025-02-10,61.57440013504484,,,,,0
2025-02-11,61.27389758460495,,,,,0
2025-02-12,60.99587522349808,,,,,0
2025-02-13,60.970537213615685,,,,,0
2025-02-14,60.64752627776161,,,,,0
2025-02-15,60.84182137628552,,,,,0
2025-02-16,60.72574141305356,,,,,0
2025-02-17,60.65902055413341,,,,,0
2025-02-18,61.27699597963216,,,,,0
2025-02-19,61.0794207881272,,,,,0
2025-02-20,61.23043667233101,,,,,0
2025-02-21,61.36824158920152,,,,,0
2025-02-22,60.948299133436855,,,,,0
2025-02-23,60.85681196189806,,,,,0
2025-02-24,61.900759720476685,,,,,0
2025-02-25,61.03213305850284,,,,,0
2025-02-26,60.575751550513246,,,,,0
2025-02-27,60.76211391688835,,,,,0
2025-02-28,60.89874004728727,,,,,0
2025-03-01,61.24035263088636,,,,,0
2025-03-02,60.40817381084762,,,,,0
2025-03-03,61.4888779660324,,,,,0
2025-03-04,61.2704763934566,,,,,0
2025-03-05,61.57982944045265,,,,,0
2025-03-06,61.55552264803338,,,,,0
2025-03-07,61.381793761928826,,,,,0
2025-03-08,61.25004440532926,,,,,0
2025-03-09,61.2774424207671,,,,,0
2025-03-10,61.79971986496616,,,,,0
2025-03-11,62.23141357499027,,,,,0
2025-03-12,62.11744503995247,,,,,0
2025-03-13,61.66340648852846,,,,,0
2025-03-14,61.864836540372266,,,,,0
2025-03-15,61.561830365726976,,,,,0
