time,open,high,low,close
2023-05-26,47.79236025059135,47.883797574673785,47.79236025059135,47.80940415815738
2023-05-27,47.815838484623214,47.888934095118394,47.77547331071361,47.888934095118394
2023-05-28,47.81526438488953,48.32737178904023,47.81526438488953,48.32737178904023
2023-05-29,48.28907691711774,48.39169132143539,48.17582271214267,48.17582271214267
2023-05-30,48.179752894818314,48.200617169218674,47.992349762451056,47.992349762451056
2023-05-31,48.016679820179114,48.016679820179114,47.83877353884742,47.89302719092887
2023-06-01,47.845834247386925,47.845834247386925,47.61623744580169,47.61623744580169
2023-06-02,47.62408242199692,47.62408242199692,47.46074933164554,47.536952392255
2023-06-03,47.536230612347225,47.536230612347225,47.474373522139246,47.474373522139246
2023-06-04,47.44536616353031,47.52793571599991,47.44536616353031,47.523087591689674
2023-06-05,47.49988188786485,47.49988188786485,47.31262954962311,47.31262954962311
2023-06-06,47.30148324833737,48.11768925107122,47.25055255530094,48.11768925107122
2023-06-07,48.09962922859294,48.09962922859294,48.064305205072614,48.064305205072614
2023-06-08,48.046101078235935,48.108979294666845,48.046101078235935,48.08339806260189
2023-06-09,48.049064760029594,48.32074163173436,48.049064760029594,48.23115614817859
2023-06-10,48.247268453425754,49.65676333828894,48.201963659848,49.062983817991686
2023-06-11,49.04323064360236,49.180684997891454,49.016356659898115,49.1515478705801
2023-06-12,49.10821739995639,49.38015921102819,49.06040339360362,49.187657365696275
2023-06-13,49.14704973855265,49.28911012951068,49.05883384404684,49.10822675477797
2023-06-14,49.064474650781634,49.20309139900846,48.938581191326,49.13607845207617
2023-06-15,49.12063764117898,49.48866545363279,49.12063764117898,49.48866545363279
2023-06-16,49.414067053370296,49.75205530843323,49.36675243978942,49.75205530843323
2023-06-17,49.699746406367126,49.7031180142843,49.521039703819156,49.7031180142843
2023-06-18,49.71896967871381,49.73768462492601,49.60200481821421,49.65658778383953
2023-06-19,49.645421320221004,49.991743973057474,49.645421320221004,49.97677887810511
2023-06-20,49.97390210040207,50.77197382995222,49.97390210040207,50.752551517173735
2023-06-21,50.73518371181519,51.77811650149565,50.73518371181519,51.34549714436689
2023-06-22,51.32202355558936,51.432975553361125,51.09925171329044,51.432975553361125
2023-06-23,51.43230953514989,51.8338566388221,51.43230953514989,51.709249697698155
2023-06-24,51.690025271444384,51.873265873646766,51.534541999396865,51.80633370510026
2023-06-25,51.7803466296695,51.7803466296695,51.51177509414987,51.51177509414987
2023-06-26,51.52226482365191,51.74778114742962,51.445410000273874,51.714994904293455
2023-06-27,51.69818589156384,51.79913192314564,51.69818589156384,51.785796600769075
2023-06-28,51.800092824225096,52.17906973087033,51.754068904045944,52.030645087900865
2023-06-29,52.04510310003272,52.08449471675177,51.975490910462455,52.01918438296113
2023-06-30,51.99055417394286,51.99055417394286,51.18138511770982,51.18138511770982
2023-07-01,51.18194360668856,51.37040517241073,50.96402695889064,51.1921088413143
2023-07-02,51.18304664632481,51.311402122880054,50.93049920607552,51.10131104059879
2023-07-03,51.087139949356455,51.36101021314039,51.087139949356455,51.36101021314039
2023-07-04,51.34328410231617,51.34328410231617,51.23854155733157,51.269604529173506
2023-07-05,51.26781397631213,51.406281122740616,51.143773268170335,51.36729514951238
2023-07-06,51.416501874602325,51.66995736730302,51.416501874602325,51.504262664356105
2023-07-07,51.51374016922189,51.56220808417339,51.511276678364226,51.56220808417339
2023-07-08,51.59009387718469,51.639400184734384,51.43823061675433,51.53743863052196
2023-07-09,51.52189940735757,51.55313221509362,51.45574702110303,51.50373318057015
2023-07-10,51.50903505250176,51.68042587821971,51.471201759502804,51.471201759502804
2023-07-11,51.469494589801236,51.601712785265065,51.469494589801236,51.60055332409592
2023-07-12,51.606011627512004,51.606011627512004,51.48154564925137,51.48154564925137
2023-07-13,51.47105798396597,51.545931436447226,49.918367897689336,50.141259659307956
2023-07-14,50.17823410819622,50.318023344340524,49.74517226087129,50.03689742506565
2023-07-15,50.03610666063757,50.2376714475371,49.74439811578,50.00793188813899
2023-07-16,50.01899083978066,50.22920258799659,49.77647202666694,50.11262220373814
2023-07-17,50.11125503108252,50.188933901806685,49.84381778684401,50.07907849994242
2023-07-18,50.08740764952844,50.09616281487925,49.91051463930031,50.00243869557257
2023-07-19,50.00415802538403,50.104760441953836,49.71652347288949,49.91125954224884
2023-07-20,49.92021911652535,49.92021911652535,49.6999612339017,49.795197755011394
2023-07-21,49.78184480635456,49.939297318457385,49.68020782749274,49.86295331808847
2023-07-22,49.876860458118024,50.224763928377115,49.72306006369638,50.11151762770345
2023-07-23,50.10122865393322,50.24763991595075,50.10122865393322,50.14599903617096
2023-07-24,50.172015111435854,50.172015111435854,49.91648530506372,49.91648530506372
2023-07-25,49.940479863112266,50.074166872884426,49.79907762741023,49.88396624688312
2023-07-26,49.894593392927284,50.03633378085519,49.812244564927504,49.812244564927504
2023-07-27,49.82048805212689,49.821547814375684,49.71581694733423,49.75119758177808
2023-07-28,49.71242643469302,49.79130879075096,49.69602478010008,49.70246688468601
2023-07-29,49.72637156463906,49.80538702044491,49.57173222724122,49.63753917665709
2023-07-30,49.581387345925236,49.835449123188404,49.48758149774631,49.734110605760826
2023-07-31,49.7162893494699,49.89194179067185,49.6597519745004,49.81482458016234
2023-08-01,49.89233987607648,50.08124352386009,49.89233987607648,50.08124352386009
2023-08-02,50.00044747847044,50.14598922390567,50.00044747847044,50.02431506751497
2023-08-03,50.18177562774465,50.32053274529941,50.16205467582422,50.32053274529941
2023-08-04,50.36240007012173,50.37566161012956,50.21518924172583,50.37566161012956
2023-08-05,50.3925684577782,50.458843979080534,50.223559928571525,50.26508850519911
2023-08-06,50.272599118477714,50.391218262602365,50.20306700700111,50.33008556764057
2023-08-07,50.32133590626954,50.460137303586485,50.25093209683605,50.460137303586485
